序号	文件名	环ID	节点	路由耗时(ns)
249	QmfFzMB7oZhmTZ8aXEj2anhBL6zk4KnuV2LqwV7vZQWwF4	ring3	node19	553
250	QmXwHsbG9Qhz7VCaiQD2NStXZkyNRicKPGZQcFiiaG9iWc	ring2	node22	560
251	QmcTLEPoA2NT6j7ny7pi1MGNnjFxK6icB1qsPX49xDXzjC	ring1	node25	499
252	QmewCrTqsMECeYcX2etcuRAi2G37yNrL1QBsjxjAgZSwfy	ring3	node31	586
253	QmTfRPuCgmqvNHdiAR187CnTBF7NGEWmDgbWnVdVWEXhKG	ring1	node29	545
254	Qmd3SSRQEjFquk79sGTecfjxFHmxx3YAJBb7pLuC7fbeXQ	ring3	node15	713
255	QmewCrTqsMECeYcX2etcuRAi2G37yNrL1QBsjxjAgZSwfy	ring3	node31	2364
256	QmevD6pYWEqF6ezR7Go8aW75TAFbK9UzfR7mAb56xXeua5	ring0	node36	559
257	QmefXDXgGB8XUqPQeXuWwVycn3Yf6JCJcW11C6L8cguKSK	ring2	node34	673
258	QmSknFJz1Z16xKGBJPF41DPsCzyzCYqBD8ZmVmnyaN1Vw4	ring3	node15	663
259	QmY3xT8rsaZbD1FweGNpMeDwyAupfEUCfsbhU4EVM5nX7f	ring3	node7	526
260	QmYvyxWStnzEEftb2mMjz1FYGtqypJ2pJ5R2oJsQTWSTEz	ring2	node2	567
261	QmSDPE1wcxBD8i9sBpALjE2pkuyqb9pvPM2bu66ERuH4zq	ring2	node14	595
262	QmQFuNPHWeYL2D66wtwNXEJ8hpcdsJiQi8SF2ef6DQiGCo	ring2	node26	478
263	QmZB8awpNvtuSP6JgVNam5KNEFfrx3d2YFvHTvddggUEBx	ring2	node34	557
264	QmTxbhEwCBiLhXNcC7C2yCB4Emd44cAZgHj32M9tLejEzU	ring2	node34	554
265	QmSknFJz1Z16xKGBJPF41DPsCzyzCYqBD8ZmVmnyaN1Vw4	ring3	node15	596
266	QmNdhFRHTpQJp37Xy6KDGxbzSmwjpjehv6ahYNik1ChgYR	ring3	node27	597
267	QmP1T9YjEDqCtYAWUtujPQjpcUZQiSXH9huC9V284Dfe1y	ring3	node31	620
268	QmT6Q3LspDDuwGLoedAmTB96mzNHuhrryPPnj8xzq9AgRt	ring3	node7	613
269	QmewCrTqsMECeYcX2etcuRAi2G37yNrL1QBsjxjAgZSwfy	ring3	node31	491
270	QmefXDXgGB8XUqPQeXuWwVycn3Yf6JCJcW11C6L8cguKSK	ring2	node34	533
271	QmewCrTqsMECeYcX2etcuRAi2G37yNrL1QBsjxjAgZSwfy	ring3	node31	493
272	QmewCrTqsMECeYcX2etcuRAi2G37yNrL1QBsjxjAgZSwfy	ring3	node31	541
273	QmewCrTqsMECeYcX2etcuRAi2G37yNrL1QBsjxjAgZSwfy	ring3	node31	470
274	QmSknFJz1Z16xKGBJPF41DPsCzyzCYqBD8ZmVmnyaN1Vw4	ring3	node15	495
275	QmewCrTqsMECeYcX2etcuRAi2G37yNrL1QBsjxjAgZSwfy	ring3	node31	490
276	QmP1T9YjEDqCtYAWUtujPQjpcUZQiSXH9huC9V284Dfe1y	ring3	node31	545
277	QmewCrTqsMECeYcX2etcuRAi2G37yNrL1QBsjxjAgZSwfy	ring3	node31	473
278	QmewCrTqsMECeYcX2etcuRAi2G37yNrL1QBsjxjAgZSwfy	ring3	node31	485
279	QmeinMgudQ4TjF96kRrKMpZCE5B6SSdrEqCCo3L3vmRGGa	ring2	node34	549
280	QmUVcqBYntKcD3hnkG5xyHjAfTNtRCoboiQJWoFjxGF6NR	ring1	node5	545
281	QmTfRPuCgmqvNHdiAR187CnTBF7NGEWmDgbWnVdVWEXhKG	ring1	node29	501
282	QmamVM3oa655go8FkGHcpMgzc1d5c3qfJVKduUW1C5Cd3d	ring3	node39	603
283	QmefXDXgGB8XUqPQeXuWwVycn3Yf6JCJcW11C6L8cguKSK	ring2	node34	524
284	QmSknFJz1Z16xKGBJPF41DPsCzyzCYqBD8ZmVmnyaN1Vw4	ring3	node15	570
285	QmTfRPuCgmqvNHdiAR187CnTBF7NGEWmDgbWnVdVWEXhKG	ring1	node29	489
286	QmXiHxZK9vQDLehVLUsoNirXmUox6DUVPsfmGv4ZfP9Pfp	ring0	node12	537
287	QmcTLEPoA2NT6j7ny7pi1MGNnjFxK6icB1qsPX49xDXzjC	ring1	node25	6547
288	QmZB8awpNvtuSP6JgVNam5KNEFfrx3d2YFvHTvddggUEBx	ring2	node34	511
289	QmePERuSk6kmLPBknRgSH9NitZLXqQSWQ3yLZzhuhqPTpy	ring1	node13	553
290	QmSLSCRgqJA1RPRTtSBHriXj32nWAkbZqRs33gUKrXE6BK	ring3	node7	7773
291	QmY3xT8rsaZbD1FweGNpMeDwyAupfEUCfsbhU4EVM5nX7f	ring3	node7	615
292	QmVudev5LRE3wFwVLYg43zqYoDJi2x3sB1pNUAtJZP6YjW	ring0	node8	594
293	QmddH8hvz1bBzH3m68SErfZ3LPEUeEKHXPWA2nVtnqbnmg	ring1	node33	556
294	QmVggFe4yqnab6HNTU8K3tEDvnu4c42fMWxEwo8LdRE8im	ring2	node26	633
295	QmVVufsquQXMUEff2rucq7seeqjS5Ef4ZGp2p2sYv4v1L6	ring0	node12	525
296	QmSEosra1k99PvfNViBb551jTmFBLqoLm2dTmLmthw5mBr	ring3	node39	568
297	QmefXDXgGB8XUqPQeXuWwVycn3Yf6JCJcW11C6L8cguKSK	ring2	node34	535
298	QmePERuSk6kmLPBknRgSH9NitZLXqQSWQ3yLZzhuhqPTpy	ring1	node13	537
299	QmSknFJz1Z16xKGBJPF41DPsCzyzCYqBD8ZmVmnyaN1Vw4	ring3	node15	559
300	QmbnRpxt4aqDWCXkaVtQwZhrmrGBuXRyRCJBNtSy3P3qMf	ring2	node38	554
301	QmY3xT8rsaZbD1FweGNpMeDwyAupfEUCfsbhU4EVM5nX7f	ring3	node7	614
302	QmQMF1nQF5shg9zvSmbZVheJHoVPH8HGPgxVqeV3nCACSS	ring0	node32	662
303	QmePERuSk6kmLPBknRgSH9NitZLXqQSWQ3yLZzhuhqPTpy	ring1	node13	615
304	QmcZZFjThMzRKqV8Tp3W3pwKcJBsUzPJtePhfs5rmZZYZ7	ring2	node10	1412
305	QmfFzMB7oZhmTZ8aXEj2anhBL6zk4KnuV2LqwV7vZQWwF4	ring3	node19	683
306	QmTfRPuCgmqvNHdiAR187CnTBF7NGEWmDgbWnVdVWEXhKG	ring1	node29	656
307	QmY3xT8rsaZbD1FweGNpMeDwyAupfEUCfsbhU4EVM5nX7f	ring3	node7	545
308	QmXoypizjW3WknFiJnKLwHCnL72vedxjQkDDP1mXWo6uco	ring2	node2	577
309	QmUVcqBYntKcD3hnkG5xyHjAfTNtRCoboiQJWoFjxGF6NR	ring1	node5	579
310	QmTkPDJg4yDQLaV6Yegj2YUvEeuHsvswENcPTAXsLqzRNw	ring3	node11	649
311	QmewCrTqsMECeYcX2etcuRAi2G37yNrL1QBsjxjAgZSwfy	ring3	node31	574
312	QmewCrTqsMECeYcX2etcuRAi2G37yNrL1QBsjxjAgZSwfy	ring3	node31	520
313	QmewCrTqsMECeYcX2etcuRAi2G37yNrL1QBsjxjAgZSwfy	ring3	node31	476
314	Qmc9UXLShQFQeS4AphuV85bGuhiF8zHvMaUdhRXEr29U7F	ring3	node35	613
315	QmXwHsbG9Qhz7VCaiQD2NStXZkyNRicKPGZQcFiiaG9iWc	ring2	node22	574
316	QmY3xT8rsaZbD1FweGNpMeDwyAupfEUCfsbhU4EVM5nX7f	ring3	node7	515
317	QmTfRPuCgmqvNHdiAR187CnTBF7NGEWmDgbWnVdVWEXhKG	ring1	node29	560
318	QmeinMgudQ4TjF96kRrKMpZCE5B6SSdrEqCCo3L3vmRGGa	ring2	node34	618
319	QmVtN9HD81dbe2ywt9Z87kdLHVsEEJZu98mNRhagWUZq3r	ring2	node6	634
320	QmY3xT8rsaZbD1FweGNpMeDwyAupfEUCfsbhU4EVM5nX7f	ring3	node7	566
321	QmcTLEPoA2NT6j7ny7pi1MGNnjFxK6icB1qsPX49xDXzjC	ring1	node25	512
322	QmUPdy2A4ksMSrS55uvRPFeRbyMU523azRVsaGhmvjx89m	ring0	node24	560
323	QmewCrTqsMECeYcX2etcuRAi2G37yNrL1QBsjxjAgZSwfy	ring3	node31	498
324	QmewCrTqsMECeYcX2etcuRAi2G37yNrL1QBsjxjAgZSwfy	ring3	node31	517
325	QmewCrTqsMECeYcX2etcuRAi2G37yNrL1QBsjxjAgZSwfy	ring3	node31	495
326	QmewCrTqsMECeYcX2etcuRAi2G37yNrL1QBsjxjAgZSwfy	ring3	node31	496
327	QmewCrTqsMECeYcX2etcuRAi2G37yNrL1QBsjxjAgZSwfy	ring3	node31	486
328	QmQFuNPHWeYL2D66wtwNXEJ8hpcdsJiQi8SF2ef6DQiGCo	ring2	node26	578
329	QmewCrTqsMECeYcX2etcuRAi2G37yNrL1QBsjxjAgZSwfy	ring3	node31	2891
330	Qme57kZ2VuVzcj5sC3tVHFgyyEgBTmAnyTK45YVNxKf6hi	ring0	node28	602
331	QmP1T9YjEDqCtYAWUtujPQjpcUZQiSXH9huC9V284Dfe1y	ring3	node31	541
332	QmddaQS5pWU6yS8Cr5LFB6we9UUVpNEm4cg4B359F1XY3A	ring0	node32	554
333	QmdRnETqcaNQBQL94zycG3GsApyUSpUUhk9LkXTo8M9MFb	ring3	node31	550
334	QmP11Ne2z9sVgokdg5Zs8EpZKBosXAK2WwnQ1AP1nf11wB	ring1	node1	622
335	QmYvyxWStnzEEftb2mMjz1FYGtqypJ2pJ5R2oJsQTWSTEz	ring2	node2	544
336	QmU5MdhB8gBBsD248oExTBDq5QWWZ7aBZufNbqfmwVRFX2	ring1	node33	669
337	QmbnRpxt4aqDWCXkaVtQwZhrmrGBuXRyRCJBNtSy3P3qMf	ring2	node38	577
338	QmddaQS5pWU6yS8Cr5LFB6we9UUVpNEm4cg4B359F1XY3A	ring0	node32	498
339	QmP1T9YjEDqCtYAWUtujPQjpcUZQiSXH9huC9V284Dfe1y	ring3	node31	521
340	QmeTUyi9aN7iwdodY4mi4yKHEKYWbd3bG1FdagQhhKa2he	ring0	node4	627
341	QmZB8awpNvtuSP6JgVNam5KNEFfrx3d2YFvHTvddggUEBx	ring2	node34	536
342	QmUVcqBYntKcD3hnkG5xyHjAfTNtRCoboiQJWoFjxGF6NR	ring1	node5	566
343	QmTd6renJV29xoDkuQeqHbc5LGgxyCKwg2pKqSXySZirev	ring3	node11	540
344	QmddaQS5pWU6yS8Cr5LFB6we9UUVpNEm4cg4B359F1XY3A	ring0	node32	494
345	QmcTLEPoA2NT6j7ny7pi1MGNnjFxK6icB1qsPX49xDXzjC	ring1	node25	508
346	QmdaaNwxQSsucVBEXq2xoVTXxM9Uno6xeXUvsq8EW37R1D	ring3	node35	654
347	QmboVsJe5et9uGjqqcqdTDQt3kXbkuCdeDGZ4fKAiDdnLp	ring2	node38	630
348	QmNsN2Vnpx9WasXJ5bP2GGnsJiNaZXh4g5RxQtuKUatpoy	ring1	node1	657
349	QmeinMgudQ4TjF96kRrKMpZCE5B6SSdrEqCCo3L3vmRGGa	ring2	node34	506
350	QmcTLEPoA2NT6j7ny7pi1MGNnjFxK6icB1qsPX49xDXzjC	ring1	node25	593
351	QmeSjSinHpPnmXmspMjwiXyN6zS4E9zccariGR3jxcaWtq	ring1	node1	547
352	QmfEsd2GiHKDDM5SZefGnPd5rsc3fnFpmnbXvdFqkRuhcH	ring1	node17	586
353	QmbnRpxt4aqDWCXkaVtQwZhrmrGBuXRyRCJBNtSy3P3qMf	ring2	node38	506
354	QmefXDXgGB8XUqPQeXuWwVycn3Yf6JCJcW11C6L8cguKSK	ring2	node34	587
355	Qmbp9VDo5ZGtRw7qEwkHQACXwu6pBVxwZzW8dyJKt4AYZv	ring2	node6	499
356	QmVGBb9S18SdihpSiEUocEztuVeCiY25hNhAJxCTQSfrL3	ring3	node15	667
357	QmP11Ne2z9sVgokdg5Zs8EpZKBosXAK2WwnQ1AP1nf11wB	ring1	node1	536
358	QmfFzMB7oZhmTZ8aXEj2anhBL6zk4KnuV2LqwV7vZQWwF4	ring3	node19	656
359	QmZFnUm3bjSyEPrvxEa3fR9eUxnkfQeLmPTzDhAmCWtbMZ	ring3	node3	632
360	QmUVcqBYntKcD3hnkG5xyHjAfTNtRCoboiQJWoFjxGF6NR	ring1	node5	473
361	QmaKsuSmUbY4kc9bVZNWgN6aRfXKnVyVJ3fAnXhmiJTFdF	ring3	node11	666
362	QmY3xT8rsaZbD1FweGNpMeDwyAupfEUCfsbhU4EVM5nX7f	ring3	node7	531
363	QmefXDXgGB8XUqPQeXuWwVycn3Yf6JCJcW11C6L8cguKSK	ring2	node34	474
364	QmTfRPuCgmqvNHdiAR187CnTBF7NGEWmDgbWnVdVWEXhKG	ring1	node29	519
365	QmXiHxZK9vQDLehVLUsoNirXmUox6DUVPsfmGv4ZfP9Pfp	ring0	node12	1550
366	QmewCrTqsMECeYcX2etcuRAi2G37yNrL1QBsjxjAgZSwfy	ring3	node31	667
367	QmewCrTqsMECeYcX2etcuRAi2G37yNrL1QBsjxjAgZSwfy	ring3	node31	544
368	QmewCrTqsMECeYcX2etcuRAi2G37yNrL1QBsjxjAgZSwfy	ring3	node31	546
369	QmZB8awpNvtuSP6JgVNam5KNEFfrx3d2YFvHTvddggUEBx	ring2	node34	546
370	QmP1T9YjEDqCtYAWUtujPQjpcUZQiSXH9huC9V284Dfe1y	ring3	node31	548
371	QmfFzMB7oZhmTZ8aXEj2anhBL6zk4KnuV2LqwV7vZQWwF4	ring3	node19	552
372	QmewCrTqsMECeYcX2etcuRAi2G37yNrL1QBsjxjAgZSwfy	ring3	node31	4340
373	QmdRAvWJa2Ck3pQPVni1DhYHc1zZNvJnZWAacS3vfWuDYA	ring1	node13	613
374	QmVGBb9S18SdihpSiEUocEztuVeCiY25hNhAJxCTQSfrL3	ring3	node15	647
375	QmcZZFjThMzRKqV8Tp3W3pwKcJBsUzPJtePhfs5rmZZYZ7	ring2	node10	560
376	QmUTZaGsLpGqBAa3EjQANfeu7G9bAqLXrMEMkuWsxmGY5B	ring1	node29	569
377	QmdouyheDWk5fU9fkZgkSREQKmhmehZXZWTLTVLX5qkuyV	ring3	node19	497
378	QmcxbsdZ5kpjV6WS14Xmpo4WtUwHpBivPh6MQQiZvfiV5r	ring3	node31	636
379	QmTF3oFujwEqPssZ3V1EYLwjCJBEvgbRaxJLXt8yXb6pjo	ring0	node4	724
380	QmQawiD49GmFRPi1Dj8tjx2Md4YZ635B1hRgNQzK9a5CMU	ring3	node31	557
381	QmeinMgudQ4TjF96kRrKMpZCE5B6SSdrEqCCo3L3vmRGGa	ring2	node34	615
382	QmewCrTqsMECeYcX2etcuRAi2G37yNrL1QBsjxjAgZSwfy	ring3	node31	492
383	QmewCrTqsMECeYcX2etcuRAi2G37yNrL1QBsjxjAgZSwfy	ring3	node31	470
384	QmSDPE1wcxBD8i9sBpALjE2pkuyqb9pvPM2bu66ERuH4zq	ring2	node14	611
385	QmewCrTqsMECeYcX2etcuRAi2G37yNrL1QBsjxjAgZSwfy	ring3	node31	484
386	QmewCrTqsMECeYcX2etcuRAi2G37yNrL1QBsjxjAgZSwfy	ring3	node31	570
387	QmewCrTqsMECeYcX2etcuRAi2G37yNrL1QBsjxjAgZSwfy	ring3	node31	589
388	QmewCrTqsMECeYcX2etcuRAi2G37yNrL1QBsjxjAgZSwfy	ring3	node31	494
389	QmTfRPuCgmqvNHdiAR187CnTBF7NGEWmDgbWnVdVWEXhKG	ring1	node29	463
390	QmT6Q3LspDDuwGLoedAmTB96mzNHuhrryPPnj8xzq9AgRt	ring3	node7	551
391	QmUPdy2A4ksMSrS55uvRPFeRbyMU523azRVsaGhmvjx89m	ring0	node24	479
392	QmVMddPpDpyZDXDHTX3pMNQuHKNaENdS4eniM5TjnzhbVW	ring2	node38	613
393	QmcTLEPoA2NT6j7ny7pi1MGNnjFxK6icB1qsPX49xDXzjC	ring1	node25	517
394	QmbHwaVdAXoQwZLMM4RPWMYeTDjRaKHByrVbvYsedGaDZX	ring1	node17	519
395	QmaznB5PRhMC696u8yZuzN6Uwrnp7Zmfa5CydVUMvLJc9i	ring0	node4	598
396	QmcZZFjThMzRKqV8Tp3W3pwKcJBsUzPJtePhfs5rmZZYZ7	ring2	node10	550
397	QmbnRpxt4aqDWCXkaVtQwZhrmrGBuXRyRCJBNtSy3P3qMf	ring2	node38	617
398	QmP7EDJqa8yLWNxxZqXLKkmbAX6njQFqikgZuaymNrJGaw	ring1	node9	580
399	QmcZZFjThMzRKqV8Tp3W3pwKcJBsUzPJtePhfs5rmZZYZ7	ring2	node10	473
400	QmVgQBfVSiiv93WsPYVgB6B8C3t3k1XhnSK4jaxCYAJu5X	ring3	node31	538
401	QmefXDXgGB8XUqPQeXuWwVycn3Yf6JCJcW11C6L8cguKSK	ring2	node34	472
402	QmUVcqBYntKcD3hnkG5xyHjAfTNtRCoboiQJWoFjxGF6NR	ring1	node5	573
403	QmeinMgudQ4TjF96kRrKMpZCE5B6SSdrEqCCo3L3vmRGGa	ring2	node34	515
404	QmYvyxWStnzEEftb2mMjz1FYGtqypJ2pJ5R2oJsQTWSTEz	ring2	node2	557
405	QmefXDXgGB8XUqPQeXuWwVycn3Yf6JCJcW11C6L8cguKSK	ring2	node34	476
406	QmQFuNPHWeYL2D66wtwNXEJ8hpcdsJiQi8SF2ef6DQiGCo	ring2	node26	576
407	QmbnRpxt4aqDWCXkaVtQwZhrmrGBuXRyRCJBNtSy3P3qMf	ring2	node38	485
408	QmVjnHtfw3jnYJnFPjGk9b5FBcaPA6HHcHEpRdHE3Ks1P6	ring2	node14	630
409	QmZwnqdy1nZdjY5Gp7b9iYgMwnS3Vnh9TrkvCoPWJQaZgv	ring1	node37	580
410	QmSEosra1k99PvfNViBb551jTmFBLqoLm2dTmLmthw5mBr	ring3	node39	622
411	QmWL5WJBqp2ip2B6rSXnnfHFfhH9x8S5NvWN2bLop7L42v	ring3	node27	583
412	Qmbdb7Hm6h4AvkBFTg3g7HMeg7129hQUp3Wz7F99Arxui7	ring1	node29	587
413	QmZB8awpNvtuSP6JgVNam5KNEFfrx3d2YFvHTvddggUEBx	ring2	node34	480
414	QmdmpywzepXqwbe5pVpaHooTj53o855fbPuya1tFaf9c82	ring2	node38	2477
415	QmUhhmbWVspygqu4P4Y8yrDwjGq75CWhCPUge114jywtuc	ring0	node8	602
416	QmP1T9YjEDqCtYAWUtujPQjpcUZQiSXH9huC9V284Dfe1y	ring3	node31	526
417	QmaryqnN9FzcnbCKfZksXqfgAkGRjy6wM6KjJMDfDZoSte	ring3	node7	677
418	QmewCrTqsMECeYcX2etcuRAi2G37yNrL1QBsjxjAgZSwfy	ring3	node31	532
419	QmZpA62faJEQjPe7Urquo34myHoa6dUc5GEwcZwdAmeNfN	ring3	node31	569
420	QmewCrTqsMECeYcX2etcuRAi2G37yNrL1QBsjxjAgZSwfy	ring3	node31	490
421	QmYk86dUoUGvFLeK8VxMzwSYV6M7zUgk7dN5VCQfSUR9MK	ring2	node6	598
422	QmTx1dYy3tDinVpYX63az4HfJmLab9XE5bRN2Kczv66bTx	ring3	node35	591
423	QmewCrTqsMECeYcX2etcuRAi2G37yNrL1QBsjxjAgZSwfy	ring3	node31	500
424	QmewCrTqsMECeYcX2etcuRAi2G37yNrL1QBsjxjAgZSwfy	ring3	node31	576
425	QmewCrTqsMECeYcX2etcuRAi2G37yNrL1QBsjxjAgZSwfy	ring3	node31	1494
426	Qme14EJwqNr7Mi531dmxSd894z53nqqEApBVwca2puBmrC	ring3	node39	1654
427	QmUrxt42rnRLowhB2WqqbCSFNDNXUZNP86r8gz117LaQ5D	ring2	node6	619
428	QmUrxt42rnRLowhB2WqqbCSFNDNXUZNP86r8gz117LaQ5D	ring2	node6	586
429	QmefXDXgGB8XUqPQeXuWwVycn3Yf6JCJcW11C6L8cguKSK	ring2	node34	514
430	QmbnRpxt4aqDWCXkaVtQwZhrmrGBuXRyRCJBNtSy3P3qMf	ring2	node38	524
431	QmT5ZnzWR2Y9bwtWypVQgFoYMSyi8CDt2Mh3eFeDu4cFc1	ring1	node9	597
432	QmZtrtckm1AFQVZMatmZArwUrGjNCpY98DXFwevsHb7sUF	ring1	node13	608
433	QmaryqnN9FzcnbCKfZksXqfgAkGRjy6wM6KjJMDfDZoSte	ring3	node7	741
434	QmTfRPuCgmqvNHdiAR187CnTBF7NGEWmDgbWnVdVWEXhKG	ring1	node29	585
435	QmUs5aRDY3mQwT7p2eawqWwLiiNVgXXAL2TgW7TPpnVLPk	ring0	node12	912
436	QmfTFYapUbzDmKUt9mewFqA4Pfc78n5ZErozFBAHSw1sQX	ring1	node9	667
437	QmZB8awpNvtuSP6JgVNam5KNEFfrx3d2YFvHTvddggUEBx	ring2	node34	511
438	QmamVM3oa655go8FkGHcpMgzc1d5c3qfJVKduUW1C5Cd3d	ring3	node39	672
439	QmZ3qt1UKHPzhTMk8M81giUVLhE8DmVWz9MrSm3qMtGweg	ring0	node36	637
440	QmcTLEPoA2NT6j7ny7pi1MGNnjFxK6icB1qsPX49xDXzjC	ring1	node25	545
441	QmZB8awpNvtuSP6JgVNam5KNEFfrx3d2YFvHTvddggUEBx	ring2	node34	570
442	QmSnQ4CKfkmUx9bs8yTymmU1nDBkboCWCV2LN33UdDR2XT	ring1	node29	588
443	QmdonupABBe5xP93d6ZEc2EmyirEPu7Psrm3f5Wf5i6yf2	ring2	node14	570
444	QmdTYXwkJQbAC2eXiPpHSX9eKfp4nuimB9MLzdQy9qDeBk	ring0	node8	581
445	QmdTYXwkJQbAC2eXiPpHSX9eKfp4nuimB9MLzdQy9qDeBk	ring0	node8	481
446	QmfNcU57Jg88Xr38P6x8jvL7g8nwiK21fft9izmmvjRUMW	ring0	node8	595
447	QmUrxt42rnRLowhB2WqqbCSFNDNXUZNP86r8gz117LaQ5D	ring2	node6	506
448	QmePERuSk6kmLPBknRgSH9NitZLXqQSWQ3yLZzhuhqPTpy	ring1	node13	579
449	QmTfRPuCgmqvNHdiAR187CnTBF7NGEWmDgbWnVdVWEXhKG	ring1	node29	524
450	QmcZZFjThMzRKqV8Tp3W3pwKcJBsUzPJtePhfs5rmZZYZ7	ring2	node10	511
451	QmewCrTqsMECeYcX2etcuRAi2G37yNrL1QBsjxjAgZSwfy	ring3	node31	514
452	QmP1T9YjEDqCtYAWUtujPQjpcUZQiSXH9huC9V284Dfe1y	ring3	node31	598
453	Qme1cPFkY2HpX1FQSBqbDn3JcUnySnpetLQ2fUD8SAWgUu	ring0	node28	535
454	Qma8gCcSbx854Yvx26J6ArL6MFky6BcnnRtjMGkFvJD789	ring0	node36	587
455	QmewCrTqsMECeYcX2etcuRAi2G37yNrL1QBsjxjAgZSwfy	ring3	node31	514
456	QmewCrTqsMECeYcX2etcuRAi2G37yNrL1QBsjxjAgZSwfy	ring3	node31	504
457	QmUrxt42rnRLowhB2WqqbCSFNDNXUZNP86r8gz117LaQ5D	ring2	node6	3822
458	QmdTYXwkJQbAC2eXiPpHSX9eKfp4nuimB9MLzdQy9qDeBk	ring0	node8	515
459	QmXoypizjW3WknFiJnKLwHCnL72vedxjQkDDP1mXWo6uco	ring2	node2	600
460	QmewCrTqsMECeYcX2etcuRAi2G37yNrL1QBsjxjAgZSwfy	ring3	node31	490
461	QmewCrTqsMECeYcX2etcuRAi2G37yNrL1QBsjxjAgZSwfy	ring3	node31	474
462	QmTfRPuCgmqvNHdiAR187CnTBF7NGEWmDgbWnVdVWEXhKG	ring1	node29	503
463	QmUrxt42rnRLowhB2WqqbCSFNDNXUZNP86r8gz117LaQ5D	ring2	node6	521
464	QmefXDXgGB8XUqPQeXuWwVycn3Yf6JCJcW11C6L8cguKSK	ring2	node34	532
465	QmQezzWGjZe3zh2iLjajue7vxiR8sZrLxPQZPoiQ9k12aR	ring3	node11	618
466	QmSRHZZHAja9VC6k2ttfTMn9tGaAaAE1hmSuSvt1hETuvD	ring3	node31	578
467	QmUrxt42rnRLowhB2WqqbCSFNDNXUZNP86r8gz117LaQ5D	ring2	node6	530
468	QmewCrTqsMECeYcX2etcuRAi2G37yNrL1QBsjxjAgZSwfy	ring3	node31	494
469	QmcU9xYccCtyMYSpEZS1X5vAtFxhKrFWsp7wyWtNJXhWLV	ring0	node24	613
470	QmUPdy2A4ksMSrS55uvRPFeRbyMU523azRVsaGhmvjx89m	ring0	node24	574
471	QmbnRpxt4aqDWCXkaVtQwZhrmrGBuXRyRCJBNtSy3P3qMf	ring2	node38	464
472	Qmdx5evRUEhAPX13sTP2vi2sWPz3tfxJvQakb2CsByvf3A	ring0	node12	619
473	QmefXDXgGB8XUqPQeXuWwVycn3Yf6JCJcW11C6L8cguKSK	ring2	node34	538
474	Qmdx5evRUEhAPX13sTP2vi2sWPz3tfxJvQakb2CsByvf3A	ring0	node12	510
475	QmTcfwTETcvCnjSj9GyR3oomZUeVrxnvYCxQUmK8p4PMSv	ring3	node39	649
476	QmRRgZtuuqR79uvWfUJk17tcLrwwRa1K59fhm9AhfALjur	ring2	node14	629
477	QmbmKaRtePUvP7fw4GyWjyGLDdemnHZaUCMXMryW3TxPUm	ring2	node38	756
478	QmQFuNPHWeYL2D66wtwNXEJ8hpcdsJiQi8SF2ef6DQiGCo	ring2	node26	591
479	QmVGBb9S18SdihpSiEUocEztuVeCiY25hNhAJxCTQSfrL3	ring3	node15	574
480	QmYKhX76fajLwY2353wzDCn3HrdX5yBh4Pnfce7N24VdDv	ring1	node9	623
481	QmXoypizjW3WknFiJnKLwHCnL72vedxjQkDDP1mXWo6uco	ring2	node2	501
482	QmbnRpxt4aqDWCXkaVtQwZhrmrGBuXRyRCJBNtSy3P3qMf	ring2	node38	482
483	QmYvyxWStnzEEftb2mMjz1FYGtqypJ2pJ5R2oJsQTWSTEz	ring2	node2	529
484	QmefXDXgGB8XUqPQeXuWwVycn3Yf6JCJcW11C6L8cguKSK	ring2	node34	492
485	QmTnCUGu8mWnPHpFb6CWwUva5igp6Cozruh7RGJMM8Q1HW	ring2	node38	1380
486	QmSVB857Q2Tzb36vVFFUgcNQLee8LhmRrApMvoq9wLHAcN	ring3	node15	743
487	QmVninVrgokZJr1KESEgtbJtm3PwinUhiqt4cU6tY7YWxm	ring1	node1	717
488	QmcZ6jb1YMx3NXMYKxDkWqCgLiSzensy32kVCLVFta2cSE	ring1	node29	752
489	Qme1cRJpSdWap84HqKxpWKaJrGX7K8Dyf172anEYj8p5bN	ring2	node14	555
490	QmcZZFjThMzRKqV8Tp3W3pwKcJBsUzPJtePhfs5rmZZYZ7	ring2	node10	549
491	QmcZZFjThMzRKqV8Tp3W3pwKcJBsUzPJtePhfs5rmZZYZ7	ring2	node10	506
492	QmewCrTqsMECeYcX2etcuRAi2G37yNrL1QBsjxjAgZSwfy	ring3	node31	589
493	QmewCrTqsMECeYcX2etcuRAi2G37yNrL1QBsjxjAgZSwfy	ring3	node31	501
494	QmfMDC5q77ZSuuHgbkNwZA93SRraXgYumwMpWeD7EdZrtR	ring1	node13	640
495	QmcTLEPoA2NT6j7ny7pi1MGNnjFxK6icB1qsPX49xDXzjC	ring1	node25	568
496	QmPzqVWwnDoGrq92sVG7PDyZXTPmfMQn2V4ViB3Fn2zwKu	ring0	node0	694
497	QmTfRPuCgmqvNHdiAR187CnTBF7NGEWmDgbWnVdVWEXhKG	ring1	node29	490
498	QmefXDXgGB8XUqPQeXuWwVycn3Yf6JCJcW11C6L8cguKSK	ring2	node34	625
499	QmewCrTqsMECeYcX2etcuRAi2G37yNrL1QBsjxjAgZSwfy	ring3	node31	3098
500	QmNan63K8UxXzhCAcBhy2Xy4gj2SjGBQiySkFDGt2krA9i	ring0	node32	630
